#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CYBB	PLAU	4445083	4444017	9606.ENSP00000367851	9606.ENSP00000361850	0	0	0	0	0.062	0	0.900	0.232	0.921
VAV1	PIK3AP1	4451047	4440995	9606.ENSP00000472929	9606.ENSP00000339826	0	0	0	0	0.153	0	0.900	0.150	0.921
CR1	C2	4442796	4437564	9606.ENSP00000356016	9606.ENSP00000299367	0	0	0	0.547	0.062	0	0.900	0.450	0.921
VLDLR	PLAUR	4445647	4440945	9606.ENSP00000371532	9606.ENSP00000339328	0	0	0	0	0	0	0.900	0.250	0.921
AGT	CXCL10	4442719	4438146	9606.ENSP00000355627	9606.ENSP00000305651	0	0	0	0	0	0	0.900	0.245	0.921
C3	TIMP1	4433951	4433052	9606.ENSP00000245907	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.249	0.921
HSD3B2	STS	4450147	4433033	9606.ENSP00000445122	9606.ENSP00000217961	0	0	0	0	0	0	0.900	0.250	0.921
CHST3	BGN	4444113	4439914	9606.ENSP00000362207	9606.ENSP00000327336	0	0	0	0	0.088	0	0.900	0.197	0.920
ITGAX	SLC2A3	4450468	4432652	9606.ENSP00000454623	9606.ENSP00000075120	0	0	0	0	0.061	0	0.900	0.220	0.920
CSGALNACT2	VCAN	4444396	4435552	9606.ENSP00000363590	9606.ENSP00000265077	0	0	0	0	0.055	0	0.900	0.226	0.920
CCL4	NPY	4451651	4447109	9606.ENSP00000482259	9606.ENSP00000384364	0	0	0	0	0	0	0.900	0.234	0.920
LYN	SH3BP5	4449476	4445777	9606.ENSP00000428924	9606.ENSP00000373301	0	0	0	0	0	0.082	0.900	0.206	0.920
DEFB4A	DEFB1	4437973	4437405	9606.ENSP00000303532	9606.ENSP00000297439	0	0	0	0	0	0	0	0.920	0.920
PIK3R5	VAV3	4447768	4443450	9606.ENSP00000392812	9606.ENSP00000359073	0	0	0	0	0.078	0	0.900	0.203	0.920
PTAFR	GPR65	4444275	4435771	9606.ENSP00000362965	9606.ENSP00000267549	0	0	0	0.747	0.233	0	0.900	0	0.920
HLA-DQB1	VCAM1	4444478	4437090	9606.ENSP00000364080	9606.ENSP00000294728	0	0	0	0	0.097	0	0.900	0.186	0.920
CYR61	VCAN	4448043	4435552	9606.ENSP00000398736	9606.ENSP00000265077	0	0	0	0	0.061	0	0.900	0.222	0.920
LYN	PDGFRB	4449476	4434952	9606.ENSP00000428924	9606.ENSP00000261799	0	0	0	0.701	0	0.096	0.900	0.527	0.920
AGT	GNA15	4442719	4435170	9606.ENSP00000355627	9606.ENSP00000262958	0	0	0	0	0	0	0.900	0.241	0.920
LSAMP	CNTN4	4449002	4446687	9606.ENSP00000419000	9606.ENSP00000380602	0	0	0	0.610	0.117	0.070	0.900	0.315	0.920
VEGFC	SPARC	4451445	4433520	9606.ENSP00000480043	9606.ENSP00000231061	0	0	0	0	0.094	0	0.900	0.193	0.920
MMP9	CTSH	4443919	4433111	9606.ENSP00000361405	9606.ENSP00000220166	0	0	0	0	0.076	0	0.900	0.207	0.920
CIITA	CD44	4451905	4448037	9606.ENSP00000485010	9606.ENSP00000398632	0	0	0	0	0.061	0	0.900	0.221	0.920
FPR1	PF4	4450996	4437224	9606.ENSP00000471493	9606.ENSP00000296029	0	0	0	0	0.140	0	0.900	0.151	0.920
APLNR	NPY	4451129	4447109	9606.ENSP00000475344	9606.ENSP00000384364	0	0	0	0	0.085	0	0.900	0.192	0.919
SPON2	CFP	4451791	4434012	9606.ENSP00000483599	9606.ENSP00000247153	0	0	0	0	0.062	0	0.900	0.211	0.919
ARHGAP9	RHOJ	4446186	4439077	9606.ENSP00000377380	9606.ENSP00000316729	0	0	0	0	0	0.085	0.900	0.191	0.919
FSTL1	TNC	4437169	4435562	9606.ENSP00000295633	9606.ENSP00000265131	0	0	0	0	0.230	0	0.900	0	0.919
NPY	CXCL13	4447109	4436695	9606.ENSP00000384364	9606.ENSP00000286758	0	0	0	0	0	0	0.900	0.230	0.919
CXCL9	CXCL6	4442567	4433365	9606.ENSP00000354901	9606.ENSP00000226317	0	0	0	0.753	0	0	0.900	0.804	0.919
FBN1	IGFBP5	4439770	4433604	9606.ENSP00000325527	9606.ENSP00000233813	0	0	0	0	0.152	0	0.900	0.131	0.919
FGR	PDGFRB	4444303	4434952	9606.ENSP00000363117	9606.ENSP00000261799	0	0	0	0.633	0	0.096	0.900	0.417	0.919
LCN2	MMP9	4444080	4443919	9606.ENSP00000362108	9606.ENSP00000361405	0	0	0	0	0.095	0.379	0	0.867	0.919
ARHGAP9	RHOQ	4446186	4433719	9606.ENSP00000377380	9606.ENSP00000238738	0	0	0	0	0	0.085	0.900	0.191	0.919
TNFSF13B	PSMB9	4444645	4444464	9606.ENSP00000365048	9606.ENSP00000363993	0	0	0	0	0.120	0	0.900	0.162	0.919
CALU	FSTL1	4449856	4437169	9606.ENSP00000438248	9606.ENSP00000295633	0	0	0	0	0.173	0	0.900	0.100	0.919
FGR	EFNA1	4444303	4443096	9606.ENSP00000363117	9606.ENSP00000357392	0	0	0	0	0.061	0.186	0.900	0.065	0.919
NPY1R	CXCL8	4442512	4438229	9606.ENSP00000354652	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0.228	0.919
ITGB2	STAT3	4446737	4435468	9606.ENSP00000380948	9606.ENSP00000264657	0	0	0	0	0.055	0	0.900	0.212	0.919
FBN1	IGFBP7	4439770	4437173	9606.ENSP00000325527	9606.ENSP00000295666	0	0	0	0	0.144	0	0.900	0.136	0.919
LYN	WIPF1	4449476	4446038	9606.ENSP00000428924	9606.ENSP00000376330	0	0	0	0	0.078	0	0.900	0.200	0.919
FSTL1	TIMP1	4437169	4433052	9606.ENSP00000295633	9606.ENSP00000218388	0	0	0	0	0.098	0	0.900	0.182	0.919
LYN	AKT3	4449476	4435323	9606.ENSP00000428924	9606.ENSP00000263826	0	0	0.380	0.565	0.050	0	0.900	0.125	0.919
UBE2L6	HECW2	4436712	4434814	9606.ENSP00000287156	9606.ENSP00000260983	0	0	0	0	0.060	0.188	0.900	0.068	0.919
CD40	C4BPA	4443911	4442800	9606.ENSP00000361359	9606.ENSP00000356037	0	0	0	0	0	0	0.900	0.228	0.919
VAV3	KDR	4443450	4435337	9606.ENSP00000359073	9606.ENSP00000263923	0	0	0	0	0	0.183	0.900	0.096	0.919
SERPING1	THBS1	4436285	4434771	9606.ENSP00000278407	9606.ENSP00000260356	0	0	0	0	0.061	0	0.900	0.214	0.919
ROBO1	PAK3	4449112	4442408	9606.ENSP00000420321	9606.ENSP00000353864	0	0	0	0	0.063	0.157	0.900	0.099	0.919
TNFRSF1B	PLAUR	4444700	4440945	9606.ENSP00000365435	9606.ENSP00000339328	0	0	0	0	0.108	0	0.900	0.172	0.919
PF4	SPARC	4437224	4433520	9606.ENSP00000296029	9606.ENSP00000231061	0	0	0	0	0	0	0.900	0.224	0.919
CXCR2	C3	4439296	4433951	9606.ENSP00000319635	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0.232	0.919
FBN1	TNC	4439770	4435562	9606.ENSP00000325527	9606.ENSP00000265131	0	0	0	0.538	0.191	0.064	0.900	0.065	0.918
LYN	FGR	4449476	4444303	9606.ENSP00000428924	9606.ENSP00000363117	0	0	0	0.951	0.187	0	0.900	0.808	0.918
SERPINA1	THBS1	4448813	4434771	9606.ENSP00000416066	9606.ENSP00000260356	0	0	0	0	0	0	0.900	0.219	0.918
CIITA	GBP4	4451905	4443540	9606.ENSP00000485010	9606.ENSP00000359490	0	0	0	0	0.185	0	0.900	0.077	0.918
MMP9	CFP	4443919	4434012	9606.ENSP00000361405	9606.ENSP00000247153	0	0	0	0	0.076	0	0.900	0.189	0.918
SERPING1	SPARC	4436285	4433520	9606.ENSP00000278407	9606.ENSP00000231061	0	0	0	0	0.196	0	0.900	0.067	0.918
TRIM22	GBP4	4445296	4443540	9606.ENSP00000369299	9606.ENSP00000359490	0	0	0	0	0.206	0	0.900	0.052	0.918
RAB31	RAB6B	4450656	4436622	9606.ENSP00000461945	9606.ENSP00000285208	0	0	0.442	0.893	0.063	0.147	0.900	0.154	0.918
CCL20	C3	4442174	4433951	9606.ENSP00000351671	9606.ENSP00000245907	0	0	0	0	0.098	0	0.900	0.165	0.918
SPARCL1	IGFBP7	4448749	4437173	9606.ENSP00000414856	9606.ENSP00000295666	0	0	0	0	0.126	0	0.900	0.142	0.918
FPR1	HCAR3	4450996	4449793	9606.ENSP00000471493	9606.ENSP00000436714	0	0	0	0.640	0.181	0	0.900	0.172	0.918
ITGB2	THY1	4446737	4436571	9606.ENSP00000380948	9606.ENSP00000284240	0	0	0	0	0.062	0	0.900	0.204	0.918
NPY1R	CXCL13	4442512	4436695	9606.ENSP00000354652	9606.ENSP00000286758	0	0	0	0	0	0	0.900	0.217	0.918
CIITA	OAS2	4451905	4441243	9606.ENSP00000485010	9606.ENSP00000342278	0	0	0	0	0.096	0	0.900	0.167	0.918
EDNRA	GNA15	4438963	4435170	9606.ENSP00000315011	9606.ENSP00000262958	0	0	0	0	0	0.177	0.900	0.089	0.918
ENPP1	CD38	4442442	4433362	9606.ENSP00000354238	9606.ENSP00000226279	0	0	0	0	0.061	0	0.900	0.204	0.918
NPY	CXCR2	4447109	4439296	9606.ENSP00000384364	9606.ENSP00000319635	0	0	0	0	0	0	0.900	0.222	0.918
APLNR	CXCL8	4451129	4438229	9606.ENSP00000475344	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0.221	0.918
HLA-DQB1	OAS2	4444478	4441243	9606.ENSP00000364080	9606.ENSP00000342278	0	0	0	0	0.085	0	0.900	0.184	0.918
ITGB2	PLAU	4446737	4444017	9606.ENSP00000380948	9606.ENSP00000361850	0	0	0	0	0.063	0	0.900	0.198	0.918
SERPINA1	PF4	4448813	4437224	9606.ENSP00000416066	9606.ENSP00000296029	0	0	0	0	0.061	0	0.900	0.203	0.918
RNF213	UBE2L6	4450730	4436712	9606.ENSP00000464087	9606.ENSP00000287156	0	0	0	0	0.116	0	0.900	0.154	0.918
CHN1	RHOU	4447417	4442726	9606.ENSP00000386741	9606.ENSP00000355652	0	0	0	0	0	0.096	0.900	0.172	0.918
SCD	ACOT4	4443512	4439576	9606.ENSP00000359380	9606.ENSP00000323071	0	0	0	0	0.061	0	0.900	0.197	0.918
THBS1	CFP	4434771	4434012	9606.ENSP00000260356	9606.ENSP00000247153	0	0	0	0.660	0	0	0.900	0.526	0.917
CEBPB	CDKN2B	4438125	4436247	9606.ENSP00000305422	9606.ENSP00000276925	0	0	0	0	0.065	0.050	0.900	0.185	0.917
FPR1	CXCL10	4450996	4438146	9606.ENSP00000471493	9606.ENSP00000305651	0	0	0	0	0.095	0	0.900	0.163	0.917
SERPINA1	FBN1	4448813	4439770	9606.ENSP00000416066	9606.ENSP00000325527	0	0	0	0	0	0	0.900	0.213	0.917
HLA-DRA	VCAM1	4446403	4437090	9606.ENSP00000378786	9606.ENSP00000294728	0	0	0	0	0.071	0	0.900	0.187	0.917
IDO1	MAOA	4449569	4441072	9606.ENSP00000430950	9606.ENSP00000340684	0	0	0	0	0	0	0.900	0.211	0.917
ADAMTS9	ADAMTS2	4448984	4434181	9606.ENSP00000418735	9606.ENSP00000251582	0	0	0	0.734	0.062	0	0.900	0.611	0.917
FPR1	CCL11	4450996	4437839	9606.ENSP00000471493	9606.ENSP00000302234	0	0	0	0	0	0.124	0.900	0.129	0.917
SERPINA1	VCAN	4448813	4435552	9606.ENSP00000416066	9606.ENSP00000265077	0	0	0	0	0	0	0.900	0.206	0.917
CDH5	CDH3	4441389	4435356	9606.ENSP00000344115	9606.ENSP00000264012	0	0	0	0.715	0	0	0.900	0.625	0.917
ADAMTS6	THBS1	4445491	4434771	9606.ENSP00000370443	9606.ENSP00000260356	0	0	0	0.542	0.067	0	0.900	0.360	0.917
CHST15	BGN	4448230	4439914	9606.ENSP00000402394	9606.ENSP00000327336	0	0	0	0	0.061	0	0.900	0.190	0.917
ADAMTS1	ADAMTS2	4436609	4434181	9606.ENSP00000284984	9606.ENSP00000251582	0	0	0	0.751	0.077	0	0.900	0.599	0.917
ANXA1	CX3CL1	4444796	4432567	9606.ENSP00000366109	9606.ENSP00000006053	0	0	0	0	0	0	0.900	0.207	0.917
LYN	CLEC4E	4449476	4437590	9606.ENSP00000428924	9606.ENSP00000299663	0	0	0	0	0.115	0.063	0.900	0.122	0.917
FPR1	GPR183	4450996	4444726	9606.ENSP00000471493	9606.ENSP00000365596	0	0	0	0.663	0.169	0	0.900	0.183	0.917
TNC	IGFBP5	4435562	4433604	9606.ENSP00000265131	9606.ENSP00000233813	0	0	0	0	0.188	0	0.900	0.063	0.917
THBS2	CFP	4442741	4434012	9606.ENSP00000355751	9606.ENSP00000247153	0	0	0	0.644	0	0	0.900	0.515	0.917
CXCL2	NPY	4449392	4447109	9606.ENSP00000427279	9606.ENSP00000384364	0	0	0	0	0	0	0.900	0.213	0.917
GBP1	FCGR1B	4443543	4443305	9606.ENSP00000359504	9606.ENSP00000358391	0	0	0	0	0.097	0	0.900	0.161	0.917
FSCN1	ESPN	4445678	4444952	9606.ENSP00000371798	9606.ENSP00000367059	0	0	0	0	0.054	0.190	0.540	0.791	0.916
CDH11	CDH3	4435829	4435356	9606.ENSP00000268603	9606.ENSP00000264012	0	0	0	0.773	0	0	0.900	0.749	0.916
CXCL13	C3	4436695	4433951	9606.ENSP00000286758	9606.ENSP00000245907	0	0	0	0	0.062	0	0.900	0.186	0.916
IGFBP7	C3	4437173	4433951	9606.ENSP00000295666	9606.ENSP00000245907	0	0	0	0	0.094	0	0.900	0.151	0.916
CLU	PF4	4438974	4437224	9606.ENSP00000315130	9606.ENSP00000296029	0	0	0	0	0	0	0.900	0.197	0.916
ADAMTS6	ADAMTS1	4445491	4436609	9606.ENSP00000370443	9606.ENSP00000284984	0	0	0	0.801	0.061	0	0.900	0.753	0.916
CYR61	ITGB2	4448043	4446737	9606.ENSP00000398736	9606.ENSP00000380948	0	0	0	0	0	0	0.900	0.197	0.916
PTAFR	GPR4	4444275	4439307	9606.ENSP00000362965	9606.ENSP00000319744	0	0	0	0.760	0	0	0.900	0.719	0.916
FPR1	CXCL13	4450996	4436695	9606.ENSP00000471493	9606.ENSP00000286758	0	0	0	0	0.060	0	0.900	0.187	0.916
HLA-DQB1	FCGR1B	4444478	4443305	9606.ENSP00000364080	9606.ENSP00000358391	0	0	0	0	0.105	0	0.900	0.139	0.916
MSN	CD93	4442353	4433960	9606.ENSP00000353408	9606.ENSP00000246006	0	0	0	0	0	0.379	0	0.871	0.916
DAPP1	FYN	4449257	4441647	9606.ENSP00000423602	9606.ENSP00000346671	0	0	0	0	0	0.050	0.900	0.194	0.916
PIK3AP1	CD79A	4440995	4433192	9606.ENSP00000339826	9606.ENSP00000221972	0	0	0	0	0.172	0	0.900	0.075	0.916
CLU	HGF	4438974	4433227	9606.ENSP00000315130	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.204	0.916
ITGAL	PLAUR	4441903	4440945	9606.ENSP00000349252	9606.ENSP00000339328	0	0	0	0	0.061	0	0.900	0.187	0.916
RASSF5	MRAS	4450659	4436796	9606.ENSP00000462099	9606.ENSP00000289104	0	0	0	0	0	0.422	0.800	0.335	0.916
HCAR3	P2RY13	4449793	4439360	9606.ENSP00000436714	9606.ENSP00000320376	0	0	0	0.623	0.140	0	0.900	0.218	0.916
FPR1	CXCL3	4450996	4437221	9606.ENSP00000471493	9606.ENSP00000296026	0	0	0	0	0.062	0	0.900	0.170	0.915
IGLL5	LCP2	4449581	4432628	9606.ENSP00000431254	9606.ENSP00000046794	0	0	0	0	0.183	0	0.900	0.051	0.915
COL12A1	COL14A1	4439744	4437442	9606.ENSP00000325146	9606.ENSP00000297848	0	0	0	0.919	0.146	0	0.900	0.673	0.915
ITGAX	TNC	4450468	4435562	9606.ENSP00000454623	9606.ENSP00000265131	0	0	0	0	0.061	0.161	0.900	0.059	0.915
CD44	TWIST1	4448037	4433815	9606.ENSP00000398632	9606.ENSP00000242261	0	0	0	0	0.055	0	0.800	0.586	0.915
BSG	SLC7A5	4440482	4434914	9606.ENSP00000333769	9606.ENSP00000261622	0	0	0	0	0.076	0	0.900	0.161	0.915
CXCL1	CXCL9	4446449	4442567	9606.ENSP00000379110	9606.ENSP00000354901	0	0	0	0.835	0.081	0	0.900	0.751	0.915
DAPP1	FGR	4449257	4444303	9606.ENSP00000423602	9606.ENSP00000363117	0	0	0	0	0.182	0.050	0.900	0	0.915
TNC	VCAN	4435562	4435552	9606.ENSP00000265131	9606.ENSP00000265077	0	0	0	0	0.088	0	0.900	0.143	0.915
HLA-DRA	GBP4	4446403	4443540	9606.ENSP00000378786	9606.ENSP00000359490	0	0	0	0	0.113	0	0.900	0.127	0.915
RHOH	ARHGAP30	4445600	4443012	9606.ENSP00000371219	9606.ENSP00000356992	0	0	0	0	0.168	0.057	0.900	0.046	0.915
FCGR1B	OAS2	4443305	4441243	9606.ENSP00000358391	9606.ENSP00000342278	0	0	0	0	0.120	0	0.900	0.117	0.915
PTPRF	INSR	4442313	4437994	9606.ENSP00000353030	9606.ENSP00000303830	0	0	0	0	0.062	0.456	0.800	0.271	0.915
CTLA4	AKT3	4438004	4435323	9606.ENSP00000303939	9606.ENSP00000263826	0	0	0	0	0.064	0.050	0.900	0.166	0.915
HCAR3	CXCL10	4449793	4438146	9606.ENSP00000436714	9606.ENSP00000305651	0	0	0	0	0.171	0	0.900	0.060	0.915
EPB41L1	EPB41L5	4440768	4435304	9606.ENSP00000337168	9606.ENSP00000263713	0	0	0	0.742	0.063	0	0.900	0.530	0.915
HLA-DQB1	LCP2	4444478	4432628	9606.ENSP00000364080	9606.ENSP00000046794	0	0	0	0	0.180	0	0.900	0.052	0.915
ADAMTS1	CFP	4436609	4434012	9606.ENSP00000284984	9606.ENSP00000247153	0	0	0	0.557	0	0	0.900	0.381	0.915
STAT1	PPARGC1A	4442456	4435507	9606.ENSP00000354394	9606.ENSP00000264867	0	0	0	0	0	0	0.900	0.185	0.915
HLA-DQB1	GBP4	4444478	4443540	9606.ENSP00000364080	9606.ENSP00000359490	0	0	0	0	0.120	0	0.900	0.119	0.915
PSMB9	BIRC3	4444464	4435265	9606.ENSP00000363993	9606.ENSP00000263464	0	0	0	0	0.139	0	0.900	0.097	0.915
PTPRC	CD2	4448605	4443326	9606.ENSP00000411355	9606.ENSP00000358490	0	0	0	0	0.539	0.379	0	0.728	0.915
P2RY13	CXCR2	4439360	4439296	9606.ENSP00000320376	9606.ENSP00000319635	0	0	0	0.645	0.172	0	0.900	0.093	0.915
JAK3	ETS1	4447709	4446058	9606.ENSP00000391676	9606.ENSP00000376436	0	0	0	0	0.065	0.058	0.900	0.151	0.915
CYP2B6	UGT1A6	4439703	4437939	9606.ENSP00000324648	9606.ENSP00000303174	0	0	0	0	0.109	0	0.650	0.751	0.915
STAT1	NOTCH3	4442456	4435256	9606.ENSP00000354394	9606.ENSP00000263388	0	0	0	0	0	0	0.900	0.190	0.915
SPARCL1	VCAN	4448749	4435552	9606.ENSP00000414856	9606.ENSP00000265077	0	0	0	0	0.061	0	0.900	0.176	0.915
VAV1	IGLL5	4451047	4449581	9606.ENSP00000472929	9606.ENSP00000431254	0	0	0	0	0.088	0	0.900	0.145	0.915
SEMA4D	PLXNC1	4448832	4434641	9606.ENSP00000416523	9606.ENSP00000258526	0	0	0	0	0	0.188	0	0.899	0.915
FPR1	NPY1R	4450996	4442512	9606.ENSP00000471493	9606.ENSP00000354652	0	0	0	0.591	0	0	0.900	0.370	0.914
DAPP1	CD79A	4449257	4433192	9606.ENSP00000423602	9606.ENSP00000221972	0	0	0	0	0.161	0	0.900	0.058	0.914
ARHGAP30	RHOU	4443012	4442726	9606.ENSP00000356992	9606.ENSP00000355652	0	0	0	0	0	0.057	0.900	0.168	0.914
COL15A1	MMP9	4444486	4443919	9606.ENSP00000364140	9606.ENSP00000361405	0	0	0	0	0.062	0	0.900	0.163	0.914
C4BPA	C2	4442800	4437564	9606.ENSP00000356037	9606.ENSP00000299367	0	0	0	0.551	0.094	0	0.900	0.233	0.914
ANXA1	PTAFR	4444796	4444275	9606.ENSP00000366109	9606.ENSP00000362965	0	0	0	0	0.062	0	0.900	0.157	0.914
HLA-DRA	GBP5	4446403	4443538	9606.ENSP00000378786	9606.ENSP00000359488	0	0	0	0	0.125	0	0.900	0.103	0.914
RHOJ	CHN2	4439077	4433253	9606.ENSP00000316729	9606.ENSP00000222792	0	0	0	0	0	0.096	0.900	0.133	0.914
SPON2	THBS1	4451791	4434771	9606.ENSP00000483599	9606.ENSP00000260356	0	0	0	0	0.061	0	0.900	0.167	0.914
PTAFR	PROK2	4444275	4437166	9606.ENSP00000362965	9606.ENSP00000295619	0	0	0	0	0.098	0	0.900	0.129	0.914
ANXA1	PF4	4444796	4437224	9606.ENSP00000366109	9606.ENSP00000296029	0	0	0	0	0.062	0	0.900	0.166	0.914
FSTL1	VCAN	4437169	4435552	9606.ENSP00000295633	9606.ENSP00000265077	0	0	0	0	0.112	0	0.900	0.109	0.914
TCN1	CHI3L1	4434538	4434432	9606.ENSP00000257264	9606.ENSP00000255409	0	0	0	0	0	0	0.900	0.181	0.914
ADAMTS6	ADAMTS2	4445491	4434181	9606.ENSP00000370443	9606.ENSP00000251582	0	0	0	0.787	0	0	0.900	0.674	0.914
CALU	TIMP1	4449856	4433052	9606.ENSP00000438248	9606.ENSP00000218388	0	0	0	0	0.090	0	0.900	0.135	0.914
PF4	CXCL3	4437224	4437221	9606.ENSP00000296029	9606.ENSP00000296026	0	0	0	0.862	0.087	0	0.900	0.762	0.914
CIITA	PTAFR	4451905	4444275	9606.ENSP00000485010	9606.ENSP00000362965	0	0	0	0	0.178	0	0.900	0	0.914
OAS2	ICAM1	4441243	4435501	9606.ENSP00000342278	9606.ENSP00000264832	0	0	0	0	0.098	0	0.900	0.127	0.914
CLDN2	CLDN1	4449983	4437159	9606.ENSP00000441283	9606.ENSP00000295522	0	0	0	0.884	0.099	0	0.900	0.827	0.914
CXCL9	CXCL3	4442567	4437221	9606.ENSP00000354901	9606.ENSP00000296026	0	0	0	0.846	0.073	0	0.900	0.769	0.914
HCAR3	CXCL8	4449793	4438229	9606.ENSP00000436714	9606.ENSP00000306512	0	0	0	0	0.172	0	0.900	0.046	0.914
RHOH	RAC2	4445600	4434085	9606.ENSP00000371219	9606.ENSP00000249071	0	0	0.412	0.909	0.112	0	0.900	0.469	0.914
CCL4	P2RY13	4451651	4439360	9606.ENSP00000482259	9606.ENSP00000320376	0	0	0	0	0.140	0	0.900	0.086	0.914
ACOX2	DAO	4438346	4433414	9606.ENSP00000307697	9606.ENSP00000228476	0	0	0	0	0.061	0	0.900	0.167	0.914
JAK3	FGF2	4447709	4435443	9606.ENSP00000391676	9606.ENSP00000264498	0	0	0	0	0	0.050	0.900	0.174	0.914
ADAMTS9	THBS1	4448984	4434771	9606.ENSP00000418735	9606.ENSP00000260356	0	0	0	0.541	0.055	0	0.900	0.298	0.913
ARHGAP23	RHOH	4451620	4445600	9606.ENSP00000481862	9606.ENSP00000371219	0	0	0	0	0	0.159	0.900	0.057	0.913
CCL4	APLNR	4451651	4451129	9606.ENSP00000482259	9606.ENSP00000475344	0	0	0	0	0	0.124	0.900	0.096	0.913
ELMO1	KDR	4438759	4435337	9606.ENSP00000312185	9606.ENSP00000263923	0	0	0	0	0	0.124	0.900	0.094	0.913
CROT	DAO	4448697	4433414	9606.ENSP00000413575	9606.ENSP00000228476	0	0	0	0	0	0	0.900	0.174	0.913
SERPING1	HGF	4436285	4433227	9606.ENSP00000278407	9606.ENSP00000222390	0	0	0	0	0.088	0.129	0.900	0	0.913
CHN1	RHOH	4447417	4445600	9606.ENSP00000386741	9606.ENSP00000371219	0	0	0	0	0	0.096	0.900	0.120	0.913
MMP10	MMP7	4436347	4434758	9606.ENSP00000279441	9606.ENSP00000260227	0	0	0.368	0.926	0.096	0	0.900	0.756	0.913
HLA-DRA	FCGR1B	4446403	4443305	9606.ENSP00000378786	9606.ENSP00000358391	0	0	0	0	0.157	0	0.900	0.057	0.913
GBP4	VCAM1	4443540	4437090	9606.ENSP00000359490	9606.ENSP00000294728	0	0	0	0	0.114	0	0.900	0.103	0.913
PTAFR	CD53	4444275	4435973	9606.ENSP00000362965	9606.ENSP00000271324	0	0	0	0	0.169	0	0.900	0	0.913
CCL20	IL1B	4442174	4435241	9606.ENSP00000351671	9606.ENSP00000263341	0	0	0	0	0.603	0	0	0.790	0.913
ADH1C	RETSAT	4449347	4437195	9606.ENSP00000426083	9606.ENSP00000295802	0	0	0	0	0.062	0	0.900	0.148	0.913
CD44	HLA-DRA	4448037	4446403	9606.ENSP00000398632	9606.ENSP00000378786	0	0	0	0	0.089	0	0.900	0.122	0.913
ANK3	ARFGAP3	4436396	4435222	9606.ENSP00000280772	9606.ENSP00000263245	0	0	0	0	0	0.111	0.900	0.105	0.913
MMP9	IL1B	4443919	4435241	9606.ENSP00000361405	9606.ENSP00000263341	0	0	0	0	0.200	0	0	0.895	0.913
DAPP1	PIK3AP1	4449257	4440995	9606.ENSP00000423602	9606.ENSP00000339826	0	0	0	0	0.152	0	0.900	0.057	0.913
HCAR3	CXCR2	4449793	4439296	9606.ENSP00000436714	9606.ENSP00000319635	0	0	0	0.646	0.152	0	0.900	0.087	0.913
NPY	C3	4447109	4433951	9606.ENSP00000384364	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0.166	0.913
GPR183	CXCL8	4444726	4438229	9606.ENSP00000365596	9606.ENSP00000306512	0	0	0	0	0.107	0	0.900	0.105	0.913
MUC20	GALNT2	4448730	4442721	9606.ENSP00000414350	9606.ENSP00000355632	0	0	0	0	0	0	0.900	0.169	0.913
CXCL3	C3	4437221	4433951	9606.ENSP00000296026	9606.ENSP00000245907	0	0	0	0	0.082	0	0.900	0.130	0.913
ADAMTS9	ADAMTS1	4448984	4436609	9606.ENSP00000418735	9606.ENSP00000284984	0	0	0	0.879	0.097	0	0.900	0.659	0.913
CXCL8	CXCL13	4438229	4436695	9606.ENSP00000306512	9606.ENSP00000286758	0	0	0	0.804	0	0	0.900	0.646	0.912
GUCY1A3	PRKG2	4437299	4435428	9606.ENSP00000296518	9606.ENSP00000264399	0.046	0	0	0	0.145	0.158	0.800	0.464	0.912
SPON2	ITGB2	4451791	4446737	9606.ENSP00000483599	9606.ENSP00000380948	0	0	0	0	0.086	0	0.900	0.121	0.912
THY1	CNTN3	4436571	4435291	9606.ENSP00000284240	9606.ENSP00000263665	0	0	0	0	0.158	0	0.900	0	0.912
FPR1	CXCL9	4450996	4442567	9606.ENSP00000471493	9606.ENSP00000354901	0	0	0	0	0.088	0	0.900	0.114	0.912
ME3	LDHD	4449937	4437622	9606.ENSP00000440246	9606.ENSP00000300051	0.045	0	0	0	0.072	0	0.900	0.129	0.912
CDH5	CDH11	4441389	4435829	9606.ENSP00000344115	9606.ENSP00000268603	0	0	0	0.882	0.076	0	0.900	0.800	0.912
CHN1	RHOQ	4447417	4433719	9606.ENSP00000386741	9606.ENSP00000238738	0	0	0	0	0.062	0.096	0.900	0.090	0.912
FYN	DPYSL3	4441647	4441360	9606.ENSP00000346671	9606.ENSP00000343690	0	0	0	0	0.061	0.066	0.900	0.123	0.912
ARHGAP23	RHOJ	4451620	4439077	9606.ENSP00000481862	9606.ENSP00000316729	0	0	0	0	0	0.159	0.900	0	0.912
ARHGAP23	RAC2	4451620	4434085	9606.ENSP00000481862	9606.ENSP00000249071	0	0	0	0	0	0.159	0.900	0	0.912
